# Targets for the prepared-observer comparison, written once from std::mt19937 seed 20260924.
# Per observer, 15000 targets uniform over the 50 km disc and inside the 1-arcsecond tile N36W112,
# in turn: 0-10 m above ground, 10-500 m above ground, 0-15000 m above mean sea level.
# Observers, 2 m above ground: 0 = 36.5,-111.5; 1 = 36.86361,-111.30861; 2 = 36.55861,-111.81361.
# observer,target_lat,target_lon,height_m,datum (agl or msl)
0,36.630163,-111.632366,8.26,agl
0,36.066030,-111.550202,166.26,agl
0,36.550487,-111.705465,8691.77,msl
0,36.400947,-111.178477,9.59,agl
0,36.161220,-111.336818,199.65,agl
0,36.535777,-111.906104,2085.87,msl
0,36.245465,-111.314297,6.78,agl
0,36.657206,-111.454525,196.69,agl
0,36.144379,-111.749314,5787.58,msl
0,36.421849,-111.630962,2.13,agl
0,36.518996,-111.848968,140.29,agl
0,36.474914,-111.367931,2026.00,msl
0,36.879063,-111.230641,8.50,agl
0,36.736533,-111.684581,85.94,agl
0,36.523829,-111.416456,8612.61,msl
0,36.688719,-111.206077,2.88,agl
0,36.537346,-111.583951,425.56,agl
0,36.690347,-111.894932,3403.32,msl
0,36.487027,-111.103248,3.13,agl
0,36.312177,-111.074152,80.00,agl
0,36.382693,-111.566787,4273.43,msl
0,36.671000,-111.502929,0.89,agl
0,36.614488,-111.875108,41.62,agl
0,36.760552,-111.737662,4701.89,msl
0,36.869507,-111.642263,0.99,agl
0,36.776400,-111.439895,378.43,agl
0,36.700187,-111.400032,8769.68,msl
0,36.856944,-111.823312,4.78,agl
0,36.885205,-111.696955,120.75,agl
0,36.304623,-111.689985,13544.06,msl
0,36.295944,-111.455223,3.07,agl
0,36.418495,-111.741396,295.11,agl
0,36.407534,-111.915903,11813.93,msl
0,36.201686,-111.399963,6.59,agl
0,36.486550,-111.076445,49.49,agl
0,36.309586,-111.811025,5796.72,msl
0,36.927151,-111.563151,6.69,agl
0,36.282752,-111.141615,11.82,agl
0,36.753320,-111.163617,11637.31,msl
0,36.621081,-111.780430,9.20,agl
0,36.683287,-111.370696,364.23,agl
0,36.306874,-111.586687,11893.06,msl
0,36.206804,-111.920138,2.98,agl
0,36.541381,-111.459810,180.70,agl
0,36.471353,-111.594100,14209.47,msl
0,36.531709,-111.207757,6.03,agl
0,36.635630,-111.649662,443.68,agl
0,36.136954,-111.671856,869.86,msl
0,36.259842,-111.814594,6.93,agl
0,36.628894,-111.853854,292.06,agl
0,36.278278,-111.099031,5082.65,msl
0,36.358799,-111.431277,2.03,agl
0,36.781442,-111.618227,235.60,agl
0,36.902505,-111.595634,3450.17,msl
0,36.656228,-111.709972,6.20,agl
0,36.858053,-111.250778,227.92,agl
0,36.457721,-111.901172,12940.91,msl
0,36.307490,-111.664442,5.67,agl
0,36.333049,-111.938372,368.91,agl
0,36.875405,-111.195434,9089.94,msl
0,36.716105,-111.469914,3.19,agl
0,36.392694,-111.182086,467.54,agl
0,36.658395,-111.059363,9830.21,msl
0,36.687670,-111.349705,2.53,agl
0,36.496598,-111.949802,128.98,agl
0,36.524137,-111.426700,13491.21,msl
0,36.501626,-111.477294,0.04,agl
0,36.854307,-111.367202,233.82,agl
0,36.269733,-111.136259,11527.33,msl
0,36.177415,-111.566082,6.21,agl
0,36.377431,-111.104750,171.86,agl
0,36.653326,-111.305202,9330.39,msl
0,36.831645,-111.550197,4.57,agl
0,36.852609,-111.641998,438.87,agl
0,36.206915,-111.212445,2244.64,msl
0,36.553539,-111.020226,5.10,agl
0,36.519958,-111.173767,369.76,agl
0,36.591772,-111.634547,5294.27,msl
0,36.917962,-111.614952,7.37,agl
0,36.315640,-111.841106,365.59,agl
0,36.461396,-111.037269,1979.66,msl
0,36.434599,-111.995976,8.25,agl
0,36.831590,-111.401491,493.01,agl
0,36.331027,-111.603417,2462.27,msl
0,36.489793,-111.820142,0.26,agl
0,36.488778,-111.868139,267.31,agl
0,36.484263,-111.786500,9562.74,msl
0,36.473803,-111.485631,3.76,agl
0,36.756616,-111.425882,164.93,agl
0,36.167351,-111.724004,7167.38,msl
0,36.370502,-111.896287,3.62,agl
0,36.388134,-111.411234,386.07,agl
0,36.428701,-111.284535,9310.27,msl
0,36.487437,-111.911036,2.24,agl
0,36.473316,-111.459446,468.61,agl
0,36.699521,-111.667337,13654.28,msl
0,36.523064,-111.753528,8.25,agl
0,36.448459,-111.097233,456.88,agl
0,36.557921,-111.887890,2529.96,msl
0,36.414286,-111.547646,3.58,agl
0,36.359505,-111.842155,348.08,agl
0,36.816056,-111.326338,1362.91,msl
0,36.354830,-111.502039,0.53,agl
0,36.558832,-111.279447,130.28,agl
0,36.921864,-111.583784,13185.56,msl
0,36.243658,-111.355928,8.54,agl
0,36.863057,-111.403076,182.08,agl
0,36.233208,-111.503156,12123.97,msl
0,36.692453,-111.863659,3.76,agl
0,36.205952,-111.749606,241.00,agl
0,36.743223,-111.185162,527.47,msl
0,36.766151,-111.639445,5.25,agl
0,36.167956,-111.474217,25.51,agl
0,36.856437,-111.701214,8319.86,msl
0,36.528892,-111.809753,2.23,agl
0,36.317644,-111.752444,397.94,agl
0,36.794131,-111.920284,6610.78,msl
0,36.390489,-111.056737,4.32,agl
0,36.167657,-111.205737,280.60,agl
0,36.479813,-111.524290,5882.66,msl
0,36.544047,-111.455941,4.45,agl
0,36.878636,-111.486070,73.72,agl
0,36.450782,-111.325201,12395.13,msl
0,36.565277,-111.576596,0.29,agl
0,36.595929,-111.562105,158.17,agl
0,36.333835,-111.975581,8984.94,msl
0,36.384784,-111.968555,8.76,agl
0,36.917129,-111.368004,227.43,agl
0,36.738839,-111.520190,7968.99,msl
0,36.763417,-111.946045,8.00,agl
0,36.681706,-111.379355,447.39,agl
0,36.737959,-111.750428,9087.88,msl
0,36.480048,-111.515303,8.36,agl
0,36.296111,-111.637814,120.36,agl
0,36.514862,-111.187243,8809.76,msl
0,36.190113,-111.460587,6.15,agl
0,36.292221,-111.103043,28.77,agl
0,36.339665,-111.872961,8268.01,msl
0,36.200749,-111.446140,3.22,agl
0,36.166511,-111.722134,50.79,agl
0,36.114488,-111.215086,14753.38,msl
0,36.648200,-111.585387,2.56,agl
0,36.497146,-111.398628,207.92,agl
0,36.191798,-111.354277,6810.03,msl
0,36.450347,-111.444667,9.58,agl
0,36.610528,-111.553778,226.44,agl
0,36.448614,-111.174337,14991.61,msl
0,36.624451,-111.113078,4.15,agl
0,36.697327,-111.468165,38.69,agl
0,36.272844,-111.958675,3251.58,msl
0,36.185872,-111.475112,5.71,agl
0,36.731239,-111.209603,382.92,agl
0,36.126346,-111.402414,5207.50,msl
0,36.499122,-111.945857,0.52,agl
0,36.281386,-111.732338,201.61,agl
0,36.606780,-111.337924,4561.87,msl
0,36.207914,-111.267371,6.48,agl
0,36.060897,-111.483650,197.83,agl
0,36.717074,-111.056207,10518.83,msl
0,36.648313,-111.438325,6.84,agl
0,36.201506,-111.438807,223.84,agl
0,36.587855,-111.751835,12059.57,msl
0,36.276180,-111.537937,2.39,agl
0,36.771926,-111.682972,341.19,agl
0,36.422074,-111.296689,3392.78,msl
0,36.526494,-111.973033,2.41,agl
0,36.303152,-111.772777,20.25,agl
0,36.112503,-111.495629,13393.33,msl
0,36.370489,-111.744679,5.34,agl
0,36.559091,-111.619277,327.20,agl
0,36.618160,-111.405037,628.23,msl
0,36.736402,-111.744265,4.25,agl
0,36.392016,-111.535141,475.38,agl
0,36.384601,-111.063579,14150.62,msl
0,36.298206,-111.492429,6.66,agl
0,36.079656,-111.450215,433.68,agl
0,36.514081,-111.263920,3263.39,msl
0,36.494305,-111.950784,3.00,agl
0,36.625394,-111.276967,386.75,agl
0,36.709047,-111.531264,10162.25,msl
0,36.419193,-111.437337,9.75,agl
0,36.277682,-111.764000,355.80,agl
0,36.770218,-111.329953,6682.61,msl
0,36.325126,-111.512475,7.17,agl
0,36.493527,-111.707066,77.92,agl
0,36.688756,-111.797115,1872.27,msl
0,36.324811,-111.662400,6.83,agl
0,36.168301,-111.495517,115.46,agl
0,36.489366,-111.301016,9293.02,msl
0,36.418414,-111.107983,7.22,agl
0,36.743751,-111.124325,91.07,agl
0,36.511536,-111.898829,2947.96,msl
0,36.143349,-111.624671,1.97,agl
0,36.524651,-111.347912,47.66,agl
0,36.438363,-111.197539,7981.27,msl
0,36.315076,-111.394865,0.59,agl
0,36.487557,-111.742757,240.02,agl
0,36.584179,-111.931896,1911.26,msl
0,36.430932,-111.964694,0.60,agl
0,36.536832,-111.393214,383.04,agl
0,36.313534,-111.149720,6048.61,msl
0,36.579376,-111.017262,0.62,agl
0,36.437195,-111.884133,145.17,agl
0,36.761835,-111.937591,3868.29,msl
0,36.316537,-111.824353,7.73,agl
0,36.800921,-111.734661,389.64,agl
0,36.196529,-111.373028,6081.04,msl
0,36.597117,-111.079968,6.67,agl
0,36.848387,-111.620183,473.89,agl
0,36.456325,-111.896896,4275.78,msl
0,36.286205,-111.125535,7.61,agl
0,36.245020,-111.049845,193.13,agl
0,36.145274,-111.744320,7700.87,msl
0,36.888340,-111.262288,7.36,agl
0,36.185447,-111.536414,331.30,agl
0,36.359854,-111.573749,7151.96,msl
0,36.712225,-111.390235,3.81,agl
0,36.284446,-111.803814,260.83,agl
0,36.745119,-111.887837,3736.76,msl
0,36.921641,-111.383374,0.66,agl
0,36.572529,-111.125870,93.33,agl
0,36.712876,-111.350992,3344.24,msl
0,36.720363,-111.363020,5.90,agl
0,36.181133,-111.530631,166.70,agl
0,36.634510,-111.868262,5637.60,msl
0,36.643194,-111.383477,7.01,agl
0,36.607313,-111.788404,390.92,agl
0,36.550881,-111.227049,1322.74,msl
0,36.439271,-111.118461,6.21,agl
0,36.736821,-111.155309,103.84,agl
0,36.204563,-111.446093,3488.99,msl
0,36.380570,-111.546935,2.79,agl
0,36.216792,-111.362988,259.01,agl
0,36.780428,-111.374669,4885.01,msl
0,36.636811,-111.514841,5.66,agl
0,36.650432,-111.905433,280.53,agl
0,36.850838,-111.193448,1754.35,msl
0,36.170533,-111.296398,6.34,agl
0,36.248020,-111.586456,281.80,agl
0,36.784392,-111.220527,6138.09,msl
0,36.299151,-111.720707,2.20,agl
0,36.366213,-111.619767,361.74,agl
0,36.388403,-111.143421,14132.12,msl
0,36.362279,-111.552199,8.35,agl
0,36.729076,-111.746189,295.41,agl
0,36.267892,-111.450540,3107.84,msl
0,36.243391,-111.847017,7.05,agl
0,36.201999,-111.430483,182.66,agl
0,36.648667,-111.796514,4452.65,msl
0,36.881314,-111.319060,8.99,agl
0,36.277492,-111.285808,272.31,agl
0,36.825842,-111.856191,6131.69,msl
0,36.910130,-111.512064,4.65,agl
0,36.402711,-111.507398,262.09,agl
0,36.380544,-111.713055,5848.92,msl
0,36.720461,-111.897365,7.17,agl
0,36.271965,-111.556864,15.40,agl
0,36.437585,-111.873544,10235.29,msl
0,36.355542,-111.717421,8.39,agl
0,36.272426,-111.618050,130.26,agl
0,36.395313,-111.392222,6925.59,msl
0,36.473993,-111.390117,3.87,agl
0,36.621069,-111.074896,265.14,agl
0,36.348563,-111.599185,6178.33,msl
0,36.788578,-111.760027,2.41,agl
0,36.680143,-111.727115,495.79,agl
0,36.450130,-111.893009,5492.73,msl
0,36.552548,-111.380459,1.63,agl
0,36.216692,-111.716037,371.68,agl
0,36.242211,-111.120350,1755.86,msl
0,36.271804,-111.878243,3.13,agl
0,36.359122,-111.074721,35.39,agl
0,36.918967,-111.474535,2433.09,msl
0,36.905875,-111.266208,3.89,agl
0,36.814408,-111.606727,431.88,agl
0,36.422691,-111.805929,2906.23,msl
0,36.196567,-111.413976,4.44,agl
0,36.335882,-111.008556,348.93,agl
0,36.362570,-111.307779,829.36,msl
0,36.172986,-111.380424,7.31,agl
0,36.446441,-111.748267,119.42,agl
0,36.538948,-111.783948,1579.24,msl
0,36.575624,-111.933907,4.89,agl
0,36.698261,-111.542659,487.71,agl
0,36.354973,-111.817583,9228.63,msl
0,36.769200,-111.697793,4.58,agl
0,36.558228,-111.989681,323.22,agl
0,36.505823,-111.846939,10300.38,msl
0,36.416177,-111.217369,6.53,agl
0,36.934751,-111.595000,199.10,agl
0,36.700475,-111.632297,13198.25,msl
0,36.588630,-111.466475,8.41,agl
0,36.758787,-111.684720,248.21,agl
0,36.599596,-111.704352,2903.76,msl
0,36.389544,-111.626818,7.85,agl
0,36.761889,-111.406334,195.10,agl
0,36.814850,-111.708821,8070.02,msl
0,36.106912,-111.569268,6.15,agl
0,36.529556,-111.975185,175.20,agl
0,36.426019,-111.918538,7982.09,msl
0,36.413198,-111.934064,9.10,agl
0,36.772016,-111.750823,370.43,agl
0,36.430589,-111.948302,8968.59,msl
0,36.301965,-111.457173,7.31,agl
0,36.529629,-111.237108,216.99,agl
0,36.452953,-111.392148,3610.22,msl
0,36.744990,-111.933898,9.53,agl
0,36.735423,-111.488095,390.63,agl
0,36.674960,-111.938253,8495.94,msl
0,36.450948,-111.560126,2.10,agl
0,36.359993,-111.110671,439.96,agl
0,36.712666,-111.980771,6189.78,msl
0,36.898694,-111.328079,2.45,agl
0,36.447328,-111.421600,409.69,agl
0,36.315820,-111.457135,1043.31,msl
0,36.327630,-111.168775,6.12,agl
0,36.169825,-111.853639,97.82,agl
0,36.716986,-111.049931,5762.86,msl
0,36.135618,-111.226619,3.23,agl
0,36.423118,-111.266137,456.32,agl
0,36.098065,-111.609210,350.01,msl
0,36.594021,-111.236647,9.43,agl
0,36.871577,-111.635897,20.20,agl
0,36.444285,-111.260788,1892.38,msl
0,36.393733,-111.470752,9.31,agl
0,36.088050,-111.283574,279.31,agl
0,36.519592,-111.473270,7101.16,msl
0,36.834513,-111.674454,5.66,agl
0,36.172182,-111.489079,58.35,agl
0,36.247430,-111.392391,11444.42,msl
0,36.332991,-111.340018,3.50,agl
0,36.452739,-111.933125,406.89,agl
0,36.616533,-111.243232,10820.19,msl
0,36.339545,-111.118986,2.06,agl
0,36.611264,-111.916095,393.44,agl
0,36.807706,-111.552788,4503.26,msl
0,36.105340,-111.457252,0.50,agl
0,36.280413,-111.480146,411.62,agl
0,36.920433,-111.402411,10197.77,msl
0,36.866159,-111.768036,1.09,agl
0,36.512220,-111.510311,62.87,agl
0,36.590384,-111.451889,7250.07,msl
0,36.265214,-111.256740,8.89,agl
0,36.547611,-111.664236,251.31,agl
0,36.639165,-111.958966,7536.96,msl
0,36.468495,-111.299713,7.37,agl
0,36.571911,-111.026099,335.85,agl
0,36.839837,-111.804952,14128.62,msl
0,36.435508,-111.381962,3.09,agl
0,36.256631,-111.567795,394.88,agl
0,36.568882,-111.432388,5350.90,msl
0,36.689234,-111.867879,5.01,agl
0,36.878936,-111.339308,274.64,agl
0,36.699294,-111.251279,2142.19,msl
0,36.865609,-111.621326,3.62,agl
0,36.414582,-111.701291,356.58,agl
0,36.797831,-111.274753,10358.92,msl
0,36.561277,-111.719780,3.23,agl
0,36.251891,-111.676229,163.37,agl
0,36.380489,-111.090862,1774.22,msl
0,36.623220,-111.471210,2.24,agl
0,36.336230,-111.434373,358.47,agl
0,36.520891,-111.024016,6995.00,msl
0,36.314067,-111.605420,4.68,agl
0,36.387375,-111.846320,53.99,agl
0,36.477764,-111.512488,3965.98,msl
0,36.428182,-111.404452,9.80,agl
0,36.895457,-111.307228,273.97,agl
0,36.653363,-111.236534,868.01,msl
0,36.464827,-111.695532,4.65,agl
0,36.150689,-111.548788,82.91,agl
0,36.146461,-111.582184,14646.40,msl
0,36.360137,-111.150707,9.03,agl
0,36.316673,-111.784059,352.63,agl
0,36.499981,-111.448177,2340.15,msl
0,36.317539,-111.568266,2.79,agl
0,36.547627,-111.926000,42.03,agl
0,36.553805,-111.517389,10564.25,msl
0,36.285828,-111.341642,2.55,agl
0,36.321365,-111.471410,475.18,agl
0,36.810194,-111.820473,621.99,msl
0,36.313969,-111.547680,5.88,agl
0,36.573730,-111.159683,484.15,agl
0,36.345969,-111.685587,8626.14,msl
0,36.531140,-111.205360,9.17,agl
0,36.398700,-111.157629,480.62,agl
0,36.410383,-111.189090,10621.70,msl
0,36.505680,-111.271230,6.81,agl
0,36.306466,-111.786521,228.90,agl
0,36.232955,-111.883706,4828.54,msl
0,36.565003,-111.692964,1.78,agl
0,36.178888,-111.429439,227.68,agl
0,36.369755,-111.871336,2485.98,msl
0,36.463224,-111.423023,1.16,agl
0,36.156266,-111.312276,146.80,agl
0,36.681250,-111.307875,10438.55,msl
0,36.299251,-111.442945,0.24,agl
0,36.113308,-111.437558,292.95,agl
0,36.832803,-111.501914,6100.39,msl
0,36.299306,-111.584886,6.95,agl
0,36.338877,-111.461846,108.76,agl
0,36.734565,-111.819668,3731.54,msl
0,36.750354,-111.052713,0.51,agl
0,36.343372,-111.593955,187.12,agl
0,36.890627,-111.555408,7799.07,msl
0,36.518622,-111.103110,2.12,agl
0,36.665055,-111.249660,83.15,agl
0,36.118985,-111.444637,5980.88,msl
0,36.538935,-111.237078,0.54,agl
0,36.833140,-111.277763,144.98,agl
0,36.663467,-111.830197,4634.40,msl
0,36.808670,-111.752510,7.70,agl
0,36.609980,-111.792032,298.28,agl
0,36.237178,-111.364335,4355.33,msl
0,36.314249,-111.189101,2.97,agl
0,36.539436,-111.662921,319.90,agl
0,36.134010,-111.421826,7503.26,msl
0,36.105839,-111.265127,9.67,agl
0,36.421472,-111.932753,276.19,agl
0,36.510924,-111.479961,1573.92,msl
0,36.536031,-111.147074,9.82,agl
0,36.569925,-111.209240,14.23,agl
0,36.456288,-111.545673,5877.09,msl
0,36.595040,-111.840519,5.59,agl
0,36.886968,-111.716829,267.39,agl
0,36.938227,-111.612471,7640.46,msl
0,36.859602,-111.716670,0.58,agl
0,36.287588,-111.958947,245.27,agl
0,36.146332,-111.167692,9283.77,msl
0,36.881611,-111.369395,3.84,agl
0,36.355191,-111.049461,346.20,agl
0,36.280630,-111.913771,1651.17,msl
0,36.656433,-111.016355,6.11,agl
0,36.291701,-111.509072,254.55,agl
0,36.616948,-111.302090,6510.47,msl
0,36.281504,-111.323196,1.93,agl
0,36.471968,-111.786589,136.06,agl
0,36.147988,-111.684385,2336.96,msl
0,36.278321,-111.286371,9.46,agl
0,36.690926,-111.590535,30.86,agl
0,36.710230,-111.081574,13340.08,msl
0,36.119172,-111.241236,6.40,agl
0,36.799536,-111.668400,186.69,agl
0,36.298944,-111.946307,2844.59,msl
0,36.371840,-111.171524,4.46,agl
0,36.718731,-111.706292,189.59,agl
0,36.716132,-111.172336,4345.94,msl
0,36.259474,-111.420404,7.82,agl
0,36.457337,-111.290749,412.27,agl
0,36.509314,-111.195946,2986.22,msl
0,36.390687,-111.781061,9.32,agl
0,36.630877,-111.322024,279.16,agl
0,36.524620,-111.897340,11594.52,msl
0,36.139303,-111.804070,9.26,agl
0,36.641255,-111.415412,451.32,agl
0,36.569639,-111.370246,2933.50,msl
0,36.617132,-111.215453,2.07,agl
0,36.786973,-111.907543,362.09,agl
0,36.568840,-111.943924,10087.55,msl
0,36.568351,-111.409761,1.88,agl
0,36.510745,-111.900657,274.99,agl
0,36.096072,-111.393054,10128.18,msl
0,36.732502,-111.252099,7.01,agl
0,36.859292,-111.760819,284.65,agl
0,36.792783,-111.758411,2375.15,msl
0,36.469837,-111.711154,2.28,agl
0,36.731802,-111.936093,219.46,agl
0,36.816933,-111.350105,3889.11,msl
0,36.608735,-111.363141,5.62,agl
0,36.350396,-111.797084,470.93,agl
0,36.384566,-111.555942,5460.54,msl
0,36.775311,-111.389389,7.63,agl
0,36.332865,-111.263805,74.27,agl
0,36.905959,-111.413806,13907.58,msl
0,36.367798,-111.324467,3.69,agl
0,36.624892,-111.764737,261.16,agl
0,36.766747,-111.943613,1491.54,msl
0,36.638762,-111.227376,0.09,agl
0,36.675275,-111.785631,48.52,agl
0,36.452138,-111.337720,5477.37,msl
0,36.340077,-111.538635,7.96,agl
0,36.312295,-111.869618,158.22,agl
0,36.286558,-111.580806,9569.46,msl
0,36.911789,-111.400534,4.70,agl
0,36.752173,-111.222816,349.21,agl
0,36.687030,-111.825798,7241.66,msl
0,36.214262,-111.751706,2.48,agl
0,36.285281,-111.089302,132.46,agl
0,36.107477,-111.718618,14665.71,msl
0,36.924517,-111.360936,7.35,agl
0,36.446384,-111.559994,411.37,agl
0,36.504101,-111.667077,14520.25,msl
0,36.399463,-111.889515,0.47,agl
0,36.373935,-111.971173,406.91,agl
0,36.140969,-111.787091,10767.39,msl
0,36.592428,-111.110422,7.24,agl
0,36.734670,-111.107531,52.11,agl
0,36.510029,-111.655085,5961.56,msl
0,36.773148,-111.141254,9.08,agl
0,36.083640,-111.553485,497.20,agl
0,36.732906,-111.132925,1556.71,msl
0,36.322741,-111.874819,8.67,agl
0,36.517948,-111.483237,204.08,agl
0,36.267838,-111.339080,6272.06,msl
0,36.670751,-111.196215,9.24,agl
0,36.868938,-111.408050,24.49,agl
0,36.138441,-111.727398,10302.60,msl
0,36.376163,-111.439115,4.04,agl
0,36.619000,-111.915310,480.22,agl
0,36.083663,-111.443680,10190.52,msl
0,36.510548,-111.496776,2.74,agl
0,36.898144,-111.522651,205.84,agl
0,36.198259,-111.658176,12668.00,msl
0,36.660745,-111.116659,7.95,agl
0,36.709685,-111.160968,209.67,agl
0,36.667050,-111.990668,8660.24,msl
0,36.317208,-111.338300,9.86,agl
0,36.461266,-111.529361,110.35,agl
0,36.160780,-111.340570,6136.44,msl
0,36.634426,-111.285827,0.51,agl
0,36.513438,-111.584330,279.96,agl
0,36.302802,-111.577758,13773.63,msl
0,36.808497,-111.411797,8.94,agl
0,36.310578,-111.017578,251.07,agl
0,36.236157,-111.651553,11085.66,msl
0,36.315857,-111.249705,2.51,agl
0,36.402814,-111.073201,281.57,agl
0,36.427016,-111.225225,11572.73,msl
0,36.866602,-111.738417,7.84,agl
0,36.756788,-111.185007,14.72,agl
0,36.379404,-111.334892,14753.55,msl
0,36.510999,-111.753789,1.50,agl
0,36.336325,-111.277139,92.20,agl
0,36.899504,-111.609732,4797.45,msl
0,36.528740,-111.102373,7.29,agl
0,36.747388,-111.724838,113.56,agl
0,36.428805,-111.646291,14592.22,msl
0,36.711200,-111.686600,7.35,agl
0,36.171767,-111.393255,465.44,agl
0,36.502730,-111.534899,6504.69,msl
0,36.503927,-111.187931,2.76,agl
0,36.192032,-111.755415,141.03,agl
0,36.790231,-111.535133,12121.50,msl
0,36.791151,-111.268612,9.93,agl
0,36.244930,-111.260877,328.79,agl
0,36.757903,-111.300339,2736.17,msl
0,36.719609,-111.190487,9.36,agl
0,36.309604,-111.863866,267.26,agl
0,36.105090,-111.701454,9536.82,msl
0,36.252613,-111.766880,1.62,agl
0,36.744721,-111.217480,102.82,agl
0,36.058817,-111.514708,14200.57,msl
0,36.843563,-111.816319,3.54,agl
0,36.269506,-111.112500,470.96,agl
0,36.151779,-111.607212,218.91,msl
0,36.793668,-111.330069,0.41,agl
0,36.448513,-111.538902,150.83,agl
0,36.231381,-111.882059,3168.99,msl
0,36.477746,-111.839772,1.67,agl
0,36.670160,-111.583111,386.20,agl
0,36.764989,-111.368473,2596.22,msl
0,36.393075,-111.020087,5.52,agl
0,36.624926,-111.581675,387.93,agl
0,36.452660,-111.135055,5519.73,msl
0,36.681214,-111.811289,4.29,agl
0,36.128929,-111.473529,58.76,agl
0,36.908959,-111.616079,8976.16,msl
0,36.714515,-111.418026,1.15,agl
0,36.365076,-111.071057,43.14,agl
0,36.701627,-111.841649,1964.50,msl
0,36.250725,-111.109011,5.63,agl
0,36.702128,-111.137118,220.10,agl
